index,var_B,APL,time
821,0.000000,392.836000,0.212831
822,0.000000,169.098400,0.207767
823,0.000000,296.741800,0.224476
824,0.000000,392.836000,0.213953
825,0.000000,169.098400,0.206276
826,0.000000,296.741800,0.208605
827,0.000000,392.836000,0.213587
828,0.000000,169.098400,0.209443
829,0.000000,296.741800,0.209537
830,0.000000,392.836000,0.220537
831,0.000000,169.098400,0.208277
832,0.000000,296.741800,0.207598
833,0.000000,392.836000,0.216356
834,0.000000,169.098400,0.210308
835,0.000000,296.741800,0.208659
836,0.000000,392.836000,0.213450
837,0.000000,169.098400,0.208999
838,0.000000,296.741800,0.211352
839,0.000000,392.836000,0.212016
840,0.000000,169.098400,0.210495
841,0.000000,296.741800,0.209915
842,0.000000,392.836000,0.214838
843,0.000000,169.098400,0.210332
844,0.000000,296.741800,0.211224
845,0.000000,392.836000,0.209414
846,0.000000,169.098400,0.224408
847,0.000000,296.741800,0.221396
848,0.000000,392.836000,0.207853
849,0.000000,169.098400,0.203472
850,0.000000,296.741800,0.265772
851,0.000000,392.836000,0.334264
852,0.000000,169.098400,0.254972
853,0.000000,296.741800,0.238493
854,0.000000,169.098400,0.193208
855,0.000000,392.836000,0.193185
856,0.000000,296.741800,0.207829
857,0.000000,169.098400,0.210952
858,0.000000,392.836000,0.211936
859,0.000000,296.741800,0.254924
860,0.000000,169.098400,0.233360
861,0.000000,392.836000,0.232606
862,0.000000,296.741800,0.189475
864,0.000000,392.836000,0.211920
863,0.000000,169.098400,0.214091
865,0.000000,296.741800,0.208836
866,0.000000,392.836000,0.212842
867,0.000000,169.098400,0.212739
868,0.000000,296.741800,0.212058
869,0.000000,392.836000,0.210617
870,0.000000,169.098400,0.212906
871,0.000000,296.741800,0.212893
873,0.000000,169.098400,0.209267
872,0.000000,392.836000,0.213068
874,0.000000,296.741800,0.227591
876,0.000000,392.836000,0.209738
875,0.000000,169.098400,0.226541
877,0.000000,296.741800,0.262506
878,0.000000,392.836000,0.214515
879,0.000000,169.098400,0.233785
880,0.000000,296.741800,0.202109
881,0.000000,392.836000,0.210576
882,0.000000,169.098400,0.230003
883,0.000000,296.741800,0.205345
884,0.000000,392.836000,0.206362
885,0.000000,169.098400,0.210728
886,0.000000,296.741800,0.211626
887,0.000000,392.836000,0.214241
888,0.000000,169.098400,0.208592
889,0.000000,296.741800,0.209603
890,0.000000,392.836000,0.210397
891,0.000000,169.098400,0.210630
892,0.000000,296.741800,0.212610
893,0.000000,392.836000,0.214308
894,0.000000,169.098400,0.209103
895,0.000000,296.741800,0.212749
896,0.000000,392.836000,0.215582
897,0.000000,169.098400,0.225960
898,0.000000,296.741800,0.208021
899,0.000000,392.836000,0.207973
900,0.000000,169.098400,0.209035
901,0.000000,296.741800,0.225839
902,0.000000,392.836000,0.211612
903,0.000000,169.098400,0.206369
904,0.000000,296.741800,0.209410
905,0.000000,392.836000,0.214043
906,0.000000,169.098400,0.212740
907,0.000000,296.741800,0.210189
908,0.000000,392.836000,0.212308
909,0.000000,169.098400,0.209469
910,0.000000,296.741800,0.213779
911,0.000000,392.836000,0.214779
912,0.000000,169.098400,0.228149
913,0.000000,296.741800,0.214356
914,0.000000,392.836000,0.216731
915,0.000000,169.098400,0.233333
916,0.000000,296.741800,0.207796
917,0.000000,392.836000,0.209704
918,0.000000,169.098400,0.209867
919,0.000000,296.741800,0.211772
920,0.000000,392.836000,0.212094
921,0.000000,169.098400,0.226252
922,0.000000,296.741800,0.204882
923,0.000000,392.836000,0.210924
924,0.000000,169.098400,0.209834
925,0.000000,296.741800,0.206892
926,0.000000,392.836000,0.213880
927,0.000000,169.098400,0.228326
928,0.000000,296.741800,0.205211
929,0.000000,392.836000,0.210389
930,0.000000,169.098400,0.208887
931,0.000000,296.741800,0.211002
932,0.000000,392.836000,0.215684
933,0.000000,169.098400,0.210781
934,0.000000,296.741800,0.211737
935,0.000000,392.836000,0.215985
936,0.000000,169.098400,0.209850
937,0.000000,296.741800,0.225424
938,0.000000,392.836000,0.214665
939,0.000000,169.098400,0.206848
940,0.000000,296.741800,0.213191
941,0.000000,392.836000,0.214813
942,0.000000,169.098400,0.210937
943,0.000000,296.741800,0.225496
944,0.000000,392.836000,0.210066
945,0.000000,169.098400,0.206202
946,0.000000,296.741800,0.208544
947,0.000000,392.836000,0.214217
948,0.000000,169.098400,0.228392
949,0.000000,296.741800,0.206132
950,0.000000,392.836000,0.211202
951,0.000000,169.098400,0.208634
952,0.000000,296.741800,0.205668
953,0.000000,392.836000,0.218150
954,0.000000,169.098400,0.208859
955,0.000000,296.741800,0.203834
956,0.000000,392.836000,0.200599
957,0.000000,161.940600,0.367801
958,0.000000,310.202600,0.592780
959,0.000000,390.391800,0.713421
960,0.000000,437.924600,0.780949
961,0.000000,464.186400,0.819440
962,0.000000,481.733400,0.850973
963,0.000000,477.287600,0.836889
964,0.000000,459.481200,0.810199
965,0.000000,419.127600,0.756234
966,0.000000,343.339200,0.635219
968,0.000000,73.573800,0.216666
967,0.000000,242.967600,0.514730
969,0.000000,343.339200,0.194461
970,0.000000,73.573800,0.200162
971,0.000000,242.967600,0.211558
972,0.000000,343.339200,0.209076
973,0.000000,73.573800,0.213856
974,0.000000,242.967600,0.209463
975,0.000000,343.339200,0.210576
976,0.000000,73.573800,0.211390
977,0.000000,242.967600,0.210918
978,0.000000,343.339200,0.214703
979,0.000000,73.573800,0.210060
980,0.000000,242.967600,0.210608
981,0.000000,343.339200,0.212199
982,0.000000,73.573800,0.214057
983,0.000000,242.967600,0.210057
984,0.000000,343.339200,0.213414
985,0.000000,73.573800,0.212201
986,0.000000,242.967600,0.210913
987,0.000000,343.339200,0.213506
988,0.000000,73.573800,0.212700
989,0.000000,242.967600,0.207940
990,0.000000,343.339200,0.214136
991,0.000000,73.573800,0.213821
992,0.000000,242.967600,0.210530
993,0.000000,343.339200,0.210094
994,0.000000,73.573800,0.214077
995,0.000000,242.967600,0.212029
996,0.000000,343.339200,0.214279
999,0.000000,0.000000,0.000101
997,0.000000,73.573800,0.211413
998,0.000000,242.967600,0.184864
1000,0.000000,215.637800,0.394442
1001,0.000000,334.012600,0.604561
1002,0.000000,353.584800,0.644111
1003,0.000000,290.902200,0.571754
1005,0.000000,353.584800,0.181631
1004,0.000000,150.122400,0.358566
1006,0.000000,290.902200,0.224829
1007,0.000000,353.584800,0.211916
1008,0.000000,150.122400,0.210502
1009,0.000000,290.902200,0.211731
1010,0.000000,353.584800,0.228265
1011,0.000000,150.122400,0.214212
1012,0.000000,290.902200,0.208734
1013,0.000000,353.584800,0.215760
1014,0.000000,150.122400,0.218488
1015,0.000000,290.902200,0.190326
1016,0.000000,353.584800,0.196141
1017,0.000000,152.025200,0.368996
1018,0.000000,287.936000,0.556893
1019,0.000000,356.802400,0.665442
1022,0.000000,0.000000,0.000087
1023,0.000000,0.000000,0.000098
1020,0.000000,333.426400,0.602978
1021,0.000000,215.583600,0.386582
1024,0.000000,218.297000,0.383830
1025,0.000000,335.622000,0.595477
1026,0.000000,352.428400,0.639078
1027,0.000000,293.524000,0.569097
1029,0.000000,352.428400,0.194434
1028,0.000000,153.185400,0.375941
1030,0.000000,293.524000,0.198919
1031,0.000000,352.428400,0.211622
1032,0.000000,153.185400,0.228961
1033,0.000000,293.524000,0.202900
1034,0.000000,352.428400,0.210877
1035,0.000000,153.185400,0.211589
1036,0.000000,293.524000,0.212157
1037,0.000000,352.428400,0.208972
1038,0.000000,153.185400,0.214274
1039,0.000000,293.524000,0.209443
1040,0.000000,352.428400,0.181993
1041,0.000000,155.032600,0.361585
1042,0.000000,296.288200,0.572680
1043,0.000000,350.053400,0.638247
1046,0.000000,0.000000,0.000087
1047,0.000000,0.000000,0.182451
1044,0.000000,331.733600,0.609528
1045,0.000000,216.856400,0.400082
1048,0.000000,0.000000,0.209568
1049,0.000000,331.733600,0.229898
1050,0.000000,216.856400,0.215022
1051,0.000000,0.000000,0.203791
1052,0.000000,331.733600,0.217186
1053,0.000000,216.856400,0.215857
1054,0.000000,0.000000,0.204392
1055,0.000000,331.733600,0.212452
1056,0.000000,216.856400,0.214624
1057,0.000000,0.000000,0.207436
1058,0.000000,331.733600,0.215510
1059,0.000000,216.856400,0.212134
1060,0.000000,0.000000,0.206799
1061,0.000000,331.733600,0.214117
1062,0.000000,216.856400,0.213060
1063,0.000000,0.000000,0.207645
1064,0.000000,331.733600,0.214695
1065,0.000000,216.856400,0.213766
1066,0.000000,0.000000,0.211120
1067,0.000000,331.733600,0.222827
1068,0.000000,216.856400,0.228476
1069,0.000000,0.000000,0.200088
1070,0.000000,331.733600,0.211299
1071,0.000000,216.856400,0.214892
1072,0.000000,0.000000,0.208473
1073,0.000000,331.733600,0.209871
1074,0.000000,216.856400,0.235384
1075,0.000000,0.000000,0.206474
1076,0.000000,331.733600,0.201155
1077,0.000000,216.856400,0.198281
1078,0.000000,79.010400,0.238044
1079,0.000000,232.413000,0.466009
1080,0.000000,351.597200,0.653741
1081,0.000000,421.930200,0.755403
1082,0.000000,465.649200,0.821343
1083,0.000000,472.487800,0.828374
1084,0.000000,487.309200,0.853294
1085,0.000000,472.040800,0.829475
1086,0.000000,450.987400,0.799981
1087,0.000000,385.104000,0.698043
1090,0.000000,385.104000,0.180893
1089,0.000000,157.790600,0.374770
1088,0.000000,298.910000,0.597331
1091,0.000000,385.104000,0.202520
1092,0.000000,157.790600,0.210495
1093,0.000000,298.910000,0.226440
1094,0.000000,385.104000,0.205682
1095,0.000000,157.790600,0.208629
1096,0.000000,298.910000,0.216207
1097,0.000000,385.104000,0.206332
1098,0.000000,157.790600,0.208677
1099,0.000000,298.910000,0.215744
1100,0.000000,385.104000,0.225966
1101,0.000000,157.790600,0.205769
1102,0.000000,298.910000,0.208056
1103,0.000000,385.104000,0.207616
1104,0.000000,157.790600,0.211008
1105,0.000000,298.910000,0.216608
1106,0.000000,385.104000,0.210382
1107,0.000000,157.790600,0.210905
1108,0.000000,298.910000,0.229467
1109,0.000000,385.104000,0.204904
1110,0.000000,157.790600,0.202963
1111,0.000000,298.910000,0.210934
1112,0.000000,385.104000,0.208795
1113,0.000000,157.790600,0.211276
1114,0.000000,298.910000,0.210541
1115,0.000000,385.104000,0.209305
1116,0.000000,157.790600,0.212371
1117,0.000000,298.910000,0.210740
1118,0.000000,385.104000,0.224810
1119,0.000000,157.790600,0.206218
1120,0.000000,298.910000,0.206301
1121,0.000000,385.104000,0.225318
1122,0.000000,157.790600,0.214483
1123,0.000000,298.910000,0.216738
1124,0.000000,385.104000,0.231177
1125,0.000000,157.790600,0.214349
1126,0.000000,298.910000,0.207360
1127,0.000000,385.104000,0.215416
1128,0.000000,157.790600,0.212767
1129,0.000000,298.910000,0.206068
1130,0.000000,385.104000,0.210432
1131,0.000000,157.790600,0.214609
1132,0.000000,298.910000,0.208744
1133,0.000000,385.104000,0.213513
1134,0.000000,157.790600,0.213926
1135,0.000000,298.910000,0.225422
1136,0.000000,385.104000,0.228288
1137,0.000000,157.790600,0.211827
1138,0.000000,298.910000,0.200443
1139,0.000000,385.104000,0.212573
1140,0.000000,157.790600,0.229518
1141,0.000000,298.910000,0.204964
1142,0.000000,385.104000,0.210629
1143,0.000000,157.790600,0.211542
1144,0.000000,298.910000,0.214957
1145,0.000000,385.104000,0.210095
1146,0.000000,157.790600,0.224435
1147,0.000000,298.910000,0.208672
1148,0.000000,385.104000,0.206055
1149,0.000000,157.790600,0.212991
1150,0.000000,298.910000,0.215526
1151,0.000000,385.104000,0.208484
1152,0.000000,157.790600,0.213774
1153,0.000000,298.910000,0.228119
1154,0.000000,385.104000,0.207100
1155,0.000000,157.790600,0.209344
1156,0.000000,298.910000,0.228533
1157,0.000000,385.104000,0.204813
1158,0.000000,157.790600,0.207500
1159,0.000000,298.910000,0.213169
1160,0.000000,385.104000,0.208568
1161,0.000000,157.790600,0.213145
1162,0.000000,298.910000,0.228852
1163,0.000000,385.104000,0.207603
1164,0.000000,157.790600,0.211254
1165,0.000000,298.910000,0.210026
1166,0.000000,385.104000,0.214943
1167,0.000000,157.790600,0.216218
1168,0.000000,298.910000,0.224700
1169,0.000000,385.104000,0.210235
1170,0.000000,157.790600,0.208858
1171,0.000000,298.910000,0.208369
1172,0.000000,385.104000,0.208025
1173,0.000000,157.790600,0.213313
1174,0.000000,298.910000,0.206435
1175,0.000000,385.104000,0.227758
1176,0.000000,157.790600,0.211541
1177,0.000000,298.910000,0.206058
1178,0.000000,385.104000,0.208808
1179,0.000000,157.790600,0.213675
1180,0.000000,298.910000,0.213137
1181,0.000000,385.104000,0.209435
1182,0.000000,157.790600,0.212402
1183,0.000000,298.910000,0.212095
1184,0.000000,385.104000,0.207909
1185,0.000000,157.790600,0.228781
1186,0.000000,298.910000,0.223402
1187,0.000000,385.104000,0.204734
1188,0.000000,157.790600,0.219517
1189,0.000000,298.910000,0.206139
1190,0.000000,385.104000,0.208791
1191,0.000000,157.790600,0.239797
1192,0.000000,298.910000,0.226469
1193,0.000000,385.104000,0.193250
1194,0.000000,157.790600,0.207900
1195,0.000000,298.910000,0.211247
1196,0.000000,385.104000,0.212701
1197,0.000000,157.790600,0.208382
1198,0.000000,298.910000,0.212865
1199,0.000000,385.104000,0.210996
1200,0.000000,157.790600,0.210084
1201,0.000000,298.910000,0.213016
1202,0.000000,385.104000,0.208299
1203,0.000000,157.790600,0.209048
1204,0.000000,298.910000,0.213319
1205,0.000000,385.104000,0.209057
1206,0.000000,157.790600,0.208507
1207,0.000000,298.910000,0.212522
1208,0.000000,385.104000,0.211705
1209,0.000000,157.790600,0.212779
1210,0.000000,298.910000,0.212398
1211,0.000000,385.104000,0.213747
1212,0.000000,157.790600,0.228059
1213,0.000000,298.910000,0.207265
1214,0.000000,385.104000,0.211734
1215,0.000000,157.790600,0.209785
1216,0.000000,298.910000,0.230729
1217,0.000000,385.104000,0.212353
1218,0.000000,157.790600,0.203888
1219,0.000000,298.910000,0.210508
1220,0.000000,385.104000,0.229890
1221,0.000000,157.790600,0.208483
1222,0.000000,298.910000,0.209889
1223,0.000000,385.104000,0.212629
1224,0.000000,157.790600,0.215685
1225,0.000000,298.910000,0.210576
1226,0.000000,385.104000,0.211288
1227,0.000000,157.790600,0.210956
1228,0.000000,298.910000,0.211359
1229,0.000000,385.104000,0.215520
1230,0.000000,157.790600,0.209722
1231,0.000000,298.910000,0.209492
1232,0.000000,385.104000,0.215091
1233,0.000000,157.790600,0.209853
1234,0.000000,298.910000,0.209633
1235,0.000000,385.104000,0.214937
1236,0.000000,157.790600,0.226218
1237,0.000000,298.910000,0.210734
1238,0.000000,385.104000,0.204811
1239,0.000000,157.790600,0.211752
1240,0.000000,298.910000,0.212226
1241,0.000000,385.104000,0.209696
1242,0.000000,157.790600,0.208639
1243,0.000000,298.910000,0.213182
1244,0.000000,385.104000,0.230358
1245,0.000000,157.790600,0.201746
1246,0.000000,298.910000,0.207030
1247,0.000000,385.104000,0.213107
1248,0.000000,157.790600,0.203109
1249,0.000000,298.910000,0.195188
1250,0.000000,165.552800,0.377897
1251,0.000000,296.755200,0.567110
1252,0.000000,391.411000,0.716150
1253,0.000000,436.004400,0.788381
1254,0.000000,471.546400,0.838895
1255,0.000000,483.706400,0.854634
1256,0.000000,480.107200,0.845018
1257,0.000000,463.204000,0.817017
1258,0.000000,415.750600,0.747525
1259,0.000000,347.613200,0.644744
1261,0.000000,78.674600,0.224002
1260,0.000000,233.781800,0.498545
1262,0.000000,347.613200,0.199477
1263,0.000000,78.674600,0.200688
1264,0.000000,233.781800,0.211083
1265,0.000000,347.613200,0.211138
1266,0.000000,78.674600,0.210733
1267,0.000000,233.781800,0.210016
1268,0.000000,347.613200,0.211217
1269,0.000000,78.674600,0.230015
1270,0.000000,233.781800,0.205721
1271,0.000000,347.613200,0.214117
1272,0.000000,78.674600,0.213930
1273,0.000000,233.781800,0.210435
1274,0.000000,347.613200,0.211683
1275,0.000000,78.674600,0.214495
1276,0.000000,233.781800,0.211744
1277,0.000000,347.613200,0.214112
1278,0.000000,78.674600,0.214352
1279,0.000000,233.781800,0.207385
1280,0.000000,347.613200,0.211004
1281,0.000000,78.674600,0.216529
1282,0.000000,233.781800,0.209529
1283,0.000000,347.613200,0.208222
1284,0.000000,78.674600,0.215640
1285,0.000000,233.781800,0.208780
1286,0.000000,347.613200,0.209038
1287,0.000000,78.674600,0.211456
1288,0.000000,233.781800,0.222927
1289,0.000000,347.613200,0.206259
1292,0.000000,0.000000,0.000206
1290,0.000000,78.674600,0.204952
1291,0.000000,233.781800,0.189123
1293,0.000000,215.286800,0.392407
1294,0.000000,327.697400,0.592202
1295,0.000000,351.229200,0.640618
1298,0.000000,351.229200,0.179637
1296,0.000000,292.261600,0.574180
1297,0.000000,156.849200,0.377329
1299,0.000000,351.229200,0.209823
1300,0.000000,292.261600,0.211535
1301,0.000000,156.849200,0.222323
1302,0.000000,351.229200,0.207649
1303,0.000000,292.261600,0.209748
1304,0.000000,156.849200,0.219056
1305,0.000000,351.229200,0.211545
1306,0.000000,292.261600,0.213709
1307,0.000000,156.849200,0.219040
1309,0.000000,292.261600,0.200257
1308,0.000000,351.229200,0.216749
1310,0.000000,150.064200,0.347254
1311,0.000000,292.673400,0.557042
1312,0.000000,350.235200,0.639259
1315,0.000000,0.000000,0.000102
1316,0.000000,0.000000,0.000064
1313,0.000000,334.945600,0.593425
1317,0.000000,157.756400,0.265741
1314,0.000000,211.888400,0.370944
1318,0.000000,245.891400,0.417577
1320,0.000000,230.886400,0.397108
1319,0.000000,267.256200,0.459391
1321,0.000000,118.425200,0.250862
1322,0.000000,230.886400,0.193681
1323,0.000000,267.256200,0.200585
1324,0.000000,118.425200,0.210938
1325,0.000000,230.886400,0.213734
1326,0.000000,267.256200,0.206201
1327,0.000000,118.425200,0.211739
1328,0.000000,230.886400,0.213488
1329,0.000000,267.256200,0.209640
1330,0.000000,118.425200,0.225091
1331,0.000000,230.886400,0.211120
1332,0.000000,267.256200,0.207531
1333,0.000000,118.425200,0.182632
1334,0.000000,150.334200,0.354074
1335,0.000000,290.065800,0.571625
1336,0.000000,352.882400,0.642883
1339,0.000000,0.000000,0.000084
1337,0.000000,323.881800,0.575500
1338,0.000000,214.174000,0.375434
1340,0.000000,477.734800,0.835342
1341,0.000000,479.370200,0.838542
1342,0.000000,455.988000,0.804248
1345,0.000000,203.629600,0.418523
1346,0.000000,31.692600,0.147002
1344,0.000000,322.833400,0.604246
1343,0.000000,417.797800,0.766265
1347,0.000000,31.692600,0.226832
1348,0.000000,322.833400,0.227764
1349,0.000000,417.797800,0.216789
1350,0.000000,31.692600,0.207328
1351,0.000000,322.833400,0.210368
1352,0.000000,417.797800,0.213826
1353,0.000000,31.692600,0.210223
1354,0.000000,322.833400,0.212460
1355,0.000000,417.797800,0.210574
1356,0.000000,31.692600,0.211792
1357,0.000000,322.833400,0.214121
1358,0.000000,417.797800,0.211742
1359,0.000000,31.692600,0.206862
1360,0.000000,322.833400,0.211241
1361,0.000000,417.797800,0.212870
1362,0.000000,31.692600,0.208698
1363,0.000000,322.833400,0.240660
1364,0.000000,417.797800,0.237686
1365,0.000000,31.692600,0.189661
1366,0.000000,322.833400,0.220747
1367,0.000000,417.797800,0.211891
1368,0.000000,31.692600,0.206480
1369,0.000000,322.833400,0.222717
1370,0.000000,417.797800,0.207903
1371,0.000000,68.859200,0.216797
1372,0.000000,243.533800,0.484039
1373,0.000000,346.596200,0.643528
1374,0.000000,416.960200,0.749720
1375,0.000000,465.947800,0.822010
1376,0.000000,463.779400,0.815020
1377,0.000000,480.998000,0.842587
1378,0.000000,468.953600,0.824569
1379,0.000000,440.605000,0.783323
1380,0.000000,387.984400,0.708795
1383,0.000000,27.651800,0.141870
1382,0.000000,170.891000,0.369473
1381,0.000000,300.313800,0.570785
1384,0.000000,205.069000,0.424421
1385,0.000000,333.356400,0.620416
1386,0.000000,413.142200,0.739777
1387,0.000000,449.475400,0.799761
1388,0.000000,473.954200,0.829507
1389,0.000000,478.922600,0.834269
1390,0.000000,476.868800,0.836091
1391,0.000000,445.796400,0.789242
1392,0.000000,409.990200,0.741188
1395,0.000000,29.191600,0.143850
1393,0.000000,315.941000,0.598390
1394,0.000000,202.698400,0.445464
1396,0.000000,29.191600,0.197947
1397,0.000000,315.941000,0.207998
1398,0.000000,202.698400,0.205107
1399,0.000000,29.191600,0.211507
1400,0.000000,315.941000,0.213822
1401,0.000000,202.698400,0.208151
1402,0.000000,29.191600,0.206532
1403,0.000000,315.941000,0.226294
1404,0.000000,202.698400,0.205519
1405,0.000000,29.191600,0.221964
1406,0.000000,315.941000,0.222381
1407,0.000000,202.698400,0.206227
1408,0.000000,29.191600,0.203711
1409,0.000000,315.941000,0.207015
1410,0.000000,202.698400,0.213910
1411,0.000000,29.191600,0.213297
1412,0.000000,315.941000,0.206680
1413,0.000000,202.698400,0.212585
1414,0.000000,29.191600,0.210846
1415,0.000000,315.941000,0.207346
1416,0.000000,202.698400,0.226251
1417,0.000000,29.191600,0.208172
1418,0.000000,315.941000,0.205892
1419,0.000000,202.698400,0.206948
1420,0.000000,29.191600,0.208975
1421,0.000000,315.941000,0.211313
1422,0.000000,202.698400,0.207492
1423,0.000000,29.191600,0.213952
1424,0.000000,315.941000,0.212726
1425,0.000000,202.698400,0.208643
1426,0.000000,29.191600,0.212129
1427,0.000000,315.941000,0.209386
1428,0.000000,202.698400,0.209643
1429,0.000000,29.191600,0.209818
1430,0.000000,315.941000,0.207037
1431,0.000000,202.698400,0.193803
1432,0.000000,29.257000,0.155698
1433,0.000000,198.403400,0.416606
1434,0.000000,332.723000,0.633322
1435,0.000000,408.863400,0.741981
1436,0.000000,454.316000,0.809396
1437,0.000000,468.496800,0.822734
1438,0.000000,475.523200,0.834447
1439,0.000000,479.566200,0.844714
1440,0.000000,456.143600,0.810498
1441,0.000000,407.208200,0.732184
1444,0.000000,28.105400,0.141272
1442,0.000000,330.873800,0.637390
1445,0.000000,28.105400,0.179737
1443,0.000000,208.094000,0.464678
1446,0.000000,330.873800,0.208965
1447,0.000000,28.105400,0.210417
1448,0.000000,208.094000,0.220096
1449,0.000000,330.873800,0.211208
1450,0.000000,28.105400,0.211325
1451,0.000000,208.094000,0.203389
1452,0.000000,330.873800,0.209992
1453,0.000000,28.105400,0.214509
1454,0.000000,208.094000,0.221491
1455,0.000000,330.873800,0.208050
1456,0.000000,28.105400,0.210232
1457,0.000000,208.094000,0.208056
1458,0.000000,330.873800,0.211755
1459,0.000000,28.105400,0.215265
1460,0.000000,208.094000,0.211661
1461,0.000000,330.873800,0.226660
1462,0.000000,28.105400,0.211752
1463,0.000000,208.094000,0.203748
1464,0.000000,330.873800,0.213837
1465,0.000000,28.105400,0.215599
1466,0.000000,208.094000,0.222404
1467,0.000000,330.873800,0.210107
1468,0.000000,28.105400,0.210397
1469,0.000000,208.094000,0.204630
1470,0.000000,330.873800,0.214302
1471,0.000000,28.105400,0.212081
1472,0.000000,208.094000,0.208565
1473,0.000000,330.873800,0.209678
1474,0.000000,28.105400,0.214953
1475,0.000000,208.094000,0.209351
1476,0.000000,330.873800,0.212728
1477,0.000000,28.105400,0.214495
1478,0.000000,208.094000,0.208410
1479,0.000000,330.873800,0.199696
1480,0.000000,28.105400,0.202791
1481,0.000000,30.052600,0.165812
1482,0.000000,205.563400,0.426081
1483,0.000000,330.722600,0.619473
1484,0.000000,401.118400,0.727201
1485,0.000000,457.165800,0.809591
1486,0.000000,467.199000,0.820280
1487,0.000000,482.538000,0.849480
1488,0.000000,470.373200,0.830693
1489,0.000000,443.562800,0.785758
1490,0.000000,405.259200,0.732354
1493,0.000000,25.357600,0.138133
1494,0.000000,25.357600,0.181617
1492,0.000000,200.700200,0.432497
1491,0.000000,328.105800,0.635382
1495,0.000000,25.357600,0.213613
1496,0.000000,200.700200,0.214339
1497,0.000000,328.105800,0.211823
1498,0.000000,25.357600,0.206528
1499,0.000000,200.700200,0.211997
1500,0.000000,328.105800,0.211816
1501,0.000000,25.357600,0.207975
1502,0.000000,200.700200,0.213554
1503,0.000000,328.105800,0.216666
1504,0.000000,25.357600,0.209787
1505,0.000000,200.700200,0.213441
1506,0.000000,328.105800,0.228461
1507,0.000000,25.357600,0.204125
1508,0.000000,200.700200,0.209582
1509,0.000000,328.105800,0.208391
1510,0.000000,25.357600,0.211108
1511,0.000000,200.700200,0.214614
1512,0.000000,328.105800,0.209604
1513,0.000000,25.357600,0.209010
1514,0.000000,200.700200,0.216886
1515,0.000000,328.105800,0.228178
1516,0.000000,25.357600,0.205529
1517,0.000000,200.700200,0.208383
1518,0.000000,328.105800,0.212408
1519,0.000000,25.357600,0.206522
1520,0.000000,200.700200,0.210940
1521,0.000000,328.105800,0.217496
1522,0.000000,25.357600,0.209882
1523,0.000000,200.700200,0.212773
1524,0.000000,328.105800,0.230342
1525,0.000000,25.357600,0.206419
1526,0.000000,200.700200,0.208168
1527,0.000000,328.105800,0.208633
1528,0.000000,25.357600,0.223155
1529,0.000000,200.700200,0.196877
1530,0.000000,26.895200,0.149902
1531,0.000000,208.979600,0.440980
1532,0.000000,330.278600,0.627056
1533,0.000000,405.781000,0.740404
1534,0.000000,449.840600,0.800717
1535,0.000000,481.471400,0.843610
1536,0.000000,473.196800,0.830165
1537,0.000000,465.015800,0.816460
1538,0.000000,451.931400,0.797503
1539,0.000000,413.110000,0.743666
1542,0.000000,27.856200,0.141300
1540,0.000000,334.019200,0.624260
1541,0.000000,203.914200,0.421448
1543,0.000000,159.924400,0.351839
1544,0.000000,310.718200,0.586429
1545,0.000000,384.688400,0.700925
1546,0.000000,441.782400,0.785463
1547,0.000000,469.091000,0.823459
1548,0.000000,472.873400,0.827033
1549,0.000000,481.952000,0.845940
1550,0.000000,461.071600,0.819200
1551,0.000000,415.727600,0.744721
1552,0.000000,351.246000,0.648732
1554,0.000000,78.664200,0.231649
1555,0.000000,351.246000,0.194764
1556,0.000000,78.664200,0.193537
1553,0.000000,234.218200,0.512732
1557,0.000000,351.246000,0.206264
1558,0.000000,78.664200,0.209084
1559,0.000000,234.218200,0.211895
1560,0.000000,351.246000,0.209732
1561,0.000000,78.664200,0.209845
1562,0.000000,234.218200,0.211935
1563,0.000000,351.246000,0.210835
1564,0.000000,78.664200,0.210705
1565,0.000000,234.218200,0.213835
1566,0.000000,351.246000,0.210095
1567,0.000000,78.664200,0.208096
1568,0.000000,234.218200,0.228571
1569,0.000000,351.246000,0.205392
1570,0.000000,78.664200,0.219194
1571,0.000000,234.218200,0.213188
1572,0.000000,351.246000,0.206905
1573,0.000000,78.664200,0.224354
1574,0.000000,234.218200,0.212940
1575,0.000000,351.246000,0.202536
1576,0.000000,78.664200,0.213265
1577,0.000000,234.218200,0.212319
1578,0.000000,351.246000,0.197884
1579,0.000000,31.526800,0.152178
1580,0.000000,201.065000,0.421888
1581,0.000000,325.345800,0.610237
1582,0.000000,393.512600,0.709347
1585,0.000000,0.000000,0.000085
1586,0.000000,211.464800,0.367861
1583,0.000000,461.472800,0.817843
1584,0.000000,471.529400,0.827415
1587,0.000000,327.544200,0.577758
1588,0.000000,344.735200,0.629080
1589,0.000000,288.619200,0.563142
1590,0.000000,151.948600,0.352486
1591,0.000000,344.735200,0.295775
1592,0.000000,288.619200,0.282998
1593,0.000000,151.948600,0.300412
1594,0.000000,344.735200,0.306843
1595,0.000000,288.619200,0.218774
1596,0.000000,151.948600,0.193722
1597,0.000000,344.735200,0.192970
1598,0.000000,288.619200,0.208825
1599,0.000000,151.948600,0.219803
1600,0.000000,344.735200,0.212463
1601,0.000000,288.619200,0.198321
1602,0.000000,151.948600,0.187254
1603,0.000000,120.794800,0.245108
1604,0.000000,231.802600,0.418491
1605,0.000000,269.293000,0.472682
1608,0.000000,0.000000,0.000054
1609,0.000000,0.000000,0.000052
