index,var_B,APL,time
350,0.000000,122.766200,0.214439
351,0.000000,380.651400,0.212563
352,0.000000,275.792600,0.211399
353,0.000000,122.766200,0.212266
355,0.000000,275.792600,0.210566
354,0.000000,380.651400,0.229684
356,0.000000,122.766200,0.220648
357,0.000000,275.792600,0.207573
358,0.000000,380.651400,0.210186
359,0.000000,122.766200,0.216322
360,0.000000,275.792600,0.214437
361,0.000000,380.651400,0.233710
362,0.000000,122.766200,0.203088
363,0.000000,275.792600,0.208291
364,0.000000,380.651400,0.218161
365,0.000000,122.766200,0.226024
366,0.000000,275.792600,0.205187
367,0.000000,380.651400,0.213678
368,0.000000,122.766200,0.224705
369,0.000000,275.792600,0.221372
370,0.000000,380.651400,0.197514
371,0.000000,164.833200,0.364240
372,0.000000,306.401200,0.583463
373,0.000000,394.659600,0.741992
374,0.000000,445.549800,0.805621
375,0.000000,468.943400,0.842457
376,0.000000,475.631400,0.833431
377,0.000000,474.025600,0.854799
378,0.000000,454.607400,0.826753
379,0.000000,428.286800,0.796193
382,0.000000,75.919200,0.224004
380,0.000000,351.871000,0.664719
381,0.000000,241.518000,0.493459
383,0.000000,114.580400,0.284625
384,0.000000,272.754200,0.532078
385,0.000000,370.530400,0.686734
386,0.000000,430.380800,0.773340
387,0.000000,465.121800,0.821246
388,0.000000,468.573600,0.825408
389,0.000000,492.607000,0.866515
390,0.000000,468.977000,0.826540
391,0.000000,434.947800,0.781554
392,0.000000,373.589200,0.686264
394,0.000000,123.568000,0.309967
393,0.000000,279.220200,0.556705
395,0.000000,373.589200,0.188621
396,0.000000,123.568000,0.217671
397,0.000000,279.220200,0.219590
398,0.000000,373.589200,0.226797
399,0.000000,123.568000,0.209654
400,0.000000,279.220200,0.208048
401,0.000000,373.589200,0.227754
402,0.000000,123.568000,0.211274
403,0.000000,279.220200,0.212441
404,0.000000,373.589200,0.211792
405,0.000000,123.568000,0.235414
406,0.000000,279.220200,0.217993
407,0.000000,373.589200,0.208779
409,0.000000,279.220200,0.213590
408,0.000000,123.568000,0.235718
410,0.000000,373.589200,0.205796
413,0.000000,0.000000,0.000141
411,0.000000,279.220200,0.201197
412,0.000000,123.568000,0.201441
414,0.000000,158.892200,0.292750
415,0.000000,248.568400,0.421336
416,0.000000,265.096600,0.456280
417,0.000000,229.765600,0.414373
419,0.000000,265.096600,0.188458
418,0.000000,123.089600,0.258911
420,0.000000,229.765600,0.203992
421,0.000000,265.096600,0.213264
422,0.000000,123.089600,0.216626
423,0.000000,229.765600,0.212785
424,0.000000,265.096600,0.214796
425,0.000000,123.089600,0.218353
426,0.000000,229.765600,0.213352
427,0.000000,265.096600,0.213834
428,0.000000,123.089600,0.219438
429,0.000000,229.765600,0.211801
430,0.000000,265.096600,0.189721
431,0.000000,147.863800,0.352675
432,0.000000,291.563800,0.565421
433,0.000000,347.386400,0.635505
436,0.000000,0.000000,0.000090
437,0.000000,0.000000,0.000104
434,0.000000,328.624800,0.584243
435,0.000000,214.009600,0.377242
438,0.000000,210.425600,0.371688
439,0.000000,322.443400,0.572249
440,0.000000,347.034400,0.634195
441,0.000000,286.699200,0.558602
443,0.000000,347.034400,0.195323
442,0.000000,153.189800,0.378827
444,0.000000,286.699200,0.198365
445,0.000000,347.034400,0.213992
446,0.000000,153.189800,0.213428
447,0.000000,286.699200,0.215881
448,0.000000,347.034400,0.214500
449,0.000000,153.189800,0.215893
450,0.000000,286.699200,0.212302
451,0.000000,347.034400,0.213103
452,0.000000,153.189800,0.217007
453,0.000000,286.699200,0.214742
454,0.000000,347.034400,0.187687
455,0.000000,150.941000,0.359479
456,0.000000,293.049000,0.579511
457,0.000000,352.724800,0.658439
460,0.000000,0.000000,0.000086
458,0.000000,326.394000,0.600849
461,0.000000,0.000000,0.183874
459,0.000000,212.779400,0.400578
462,0.000000,326.394000,0.208211
463,0.000000,0.000000,0.218012
464,0.000000,212.779400,0.219477
465,0.000000,326.394000,0.212457
466,0.000000,0.000000,0.217540
467,0.000000,212.779400,0.217451
468,0.000000,326.394000,0.215131
469,0.000000,0.000000,0.235063
470,0.000000,212.779400,0.215892
471,0.000000,326.394000,0.204596
472,0.000000,0.000000,0.216588
473,0.000000,212.779400,0.214107
474,0.000000,326.394000,0.210931
475,0.000000,0.000000,0.212054
476,0.000000,212.779400,0.211116
477,0.000000,326.394000,0.211918
478,0.000000,0.000000,0.212728
479,0.000000,212.779400,0.211307
480,0.000000,326.394000,0.212605
481,0.000000,0.000000,0.211019
482,0.000000,212.779400,0.228881
483,0.000000,326.394000,0.206665
484,0.000000,0.000000,0.206762
485,0.000000,212.779400,0.214600
486,0.000000,326.394000,0.214045
487,0.000000,0.000000,0.208950
488,0.000000,212.779400,0.211555
489,0.000000,326.394000,0.209648
490,0.000000,0.000000,0.205089
491,0.000000,212.779400,0.205475
492,0.000000,77.557200,0.229298
493,0.000000,240.068800,0.478700
494,0.000000,356.773600,0.661666
495,0.000000,422.818200,0.756667
496,0.000000,461.531400,0.820574
497,0.000000,478.236400,0.838876
498,0.000000,481.926800,0.845003
499,0.000000,477.352600,0.853554
500,0.000000,450.292600,0.811801
501,0.000000,380.120800,0.699952
504,0.000000,380.120800,0.178343
503,0.000000,164.285800,0.388212
502,0.000000,300.116600,0.610504
505,0.000000,380.120800,0.195945
506,0.000000,164.285800,0.224568
507,0.000000,300.116600,0.209801
508,0.000000,380.120800,0.204075
509,0.000000,164.285800,0.213642
510,0.000000,300.116600,0.213411
511,0.000000,380.120800,0.221919
512,0.000000,164.285800,0.209390
513,0.000000,300.116600,0.212797
514,0.000000,380.120800,0.209057
515,0.000000,164.285800,0.212688
516,0.000000,300.116600,0.211967
517,0.000000,380.120800,0.208720
518,0.000000,164.285800,0.230343
519,0.000000,300.116600,0.212813
520,0.000000,380.120800,0.217729
521,0.000000,164.285800,0.212137
522,0.000000,300.116600,0.208814
523,0.000000,380.120800,0.204322
524,0.000000,164.285800,0.213395
525,0.000000,300.116600,0.213719
526,0.000000,380.120800,0.208700
528,0.000000,300.116600,0.238121
527,0.000000,164.285800,0.242149
529,0.000000,380.120800,0.218075
530,0.000000,300.116600,0.206866
531,0.000000,164.285800,0.208617
532,0.000000,380.120800,0.212102
533,0.000000,300.116600,0.211847
534,0.000000,164.285800,0.209219
535,0.000000,380.120800,0.212602
536,0.000000,300.116600,0.212121
537,0.000000,164.285800,0.210385
538,0.000000,380.120800,0.212691
540,0.000000,164.285800,0.211426
539,0.000000,300.116600,0.212812
541,0.000000,380.120800,0.209749
543,0.000000,300.116600,0.206743
542,0.000000,164.285800,0.214857
544,0.000000,380.120800,0.209871
545,0.000000,300.116600,0.214064
546,0.000000,164.285800,0.213126
547,0.000000,380.120800,0.210821
548,0.000000,300.116600,0.207675
549,0.000000,164.285800,0.211031
550,0.000000,380.120800,0.212647
551,0.000000,300.116600,0.210160
552,0.000000,164.285800,0.216190
553,0.000000,380.120800,0.210188
554,0.000000,300.116600,0.210143
555,0.000000,164.285800,0.211312
556,0.000000,380.120800,0.213380
557,0.000000,300.116600,0.209161
558,0.000000,164.285800,0.211364
559,0.000000,380.120800,0.216222
560,0.000000,300.116600,0.211265
561,0.000000,164.285800,0.212101
562,0.000000,380.120800,0.208949
563,0.000000,300.116600,0.210895
564,0.000000,164.285800,0.215176
565,0.000000,380.120800,0.226766
566,0.000000,300.116600,0.212859
567,0.000000,164.285800,0.220021
568,0.000000,380.120800,0.218874
569,0.000000,300.116600,0.212785
570,0.000000,164.285800,0.214151
571,0.000000,380.120800,0.212840
572,0.000000,300.116600,0.211964
573,0.000000,164.285800,0.211615
574,0.000000,380.120800,0.212302
575,0.000000,300.116600,0.213417
576,0.000000,164.285800,0.211564
577,0.000000,380.120800,0.210669
578,0.000000,300.116600,0.213495
579,0.000000,164.285800,0.210610
580,0.000000,380.120800,0.213217
581,0.000000,300.116600,0.211340
582,0.000000,164.285800,0.212280
583,0.000000,380.120800,0.208843
584,0.000000,300.116600,0.224703
585,0.000000,164.285800,0.212637
586,0.000000,380.120800,0.209752
587,0.000000,300.116600,0.212579
588,0.000000,164.285800,0.213127
589,0.000000,380.120800,0.211023
590,0.000000,300.116600,0.212673
591,0.000000,164.285800,0.213131
592,0.000000,380.120800,0.210890
593,0.000000,300.116600,0.211268
594,0.000000,164.285800,0.212008
595,0.000000,380.120800,0.214769
596,0.000000,300.116600,0.209536
597,0.000000,164.285800,0.213492
598,0.000000,380.120800,0.211057
599,0.000000,300.116600,0.222594
600,0.000000,164.285800,0.213485
601,0.000000,380.120800,0.209658
602,0.000000,300.116600,0.212368
603,0.000000,164.285800,0.215031
604,0.000000,380.120800,0.212035
605,0.000000,300.116600,0.210514
606,0.000000,164.285800,0.215251
607,0.000000,380.120800,0.211972
608,0.000000,300.116600,0.210552
609,0.000000,164.285800,0.214130
610,0.000000,380.120800,0.214464
611,0.000000,300.116600,0.207628
612,0.000000,164.285800,0.211825
613,0.000000,380.120800,0.214342
614,0.000000,300.116600,0.222411
615,0.000000,164.285800,0.212643
616,0.000000,380.120800,0.209752
617,0.000000,300.116600,0.210345
618,0.000000,164.285800,0.213602
619,0.000000,380.120800,0.228425
620,0.000000,300.116600,0.207156
621,0.000000,164.285800,0.208880
622,0.000000,380.120800,0.210367
623,0.000000,300.116600,0.211288
624,0.000000,164.285800,0.213973
625,0.000000,380.120800,0.209813
626,0.000000,300.116600,0.212398
627,0.000000,164.285800,0.213143
628,0.000000,380.120800,0.210335
629,0.000000,300.116600,0.210779
630,0.000000,164.285800,0.229973
631,0.000000,380.120800,0.210187
632,0.000000,300.116600,0.207725
633,0.000000,164.285800,0.212357
634,0.000000,380.120800,0.210885
635,0.000000,300.116600,0.208066
636,0.000000,164.285800,0.212587
637,0.000000,380.120800,0.210333
638,0.000000,300.116600,0.208547
639,0.000000,164.285800,0.211560
640,0.000000,380.120800,0.210242
641,0.000000,300.116600,0.211364
642,0.000000,164.285800,0.212103
643,0.000000,380.120800,0.213890
644,0.000000,300.116600,0.211720
645,0.000000,164.285800,0.209061
646,0.000000,380.120800,0.211987
647,0.000000,300.116600,0.212679
648,0.000000,164.285800,0.211425
649,0.000000,380.120800,0.209319
650,0.000000,300.116600,0.210882
651,0.000000,164.285800,0.225723
652,0.000000,380.120800,0.211479
653,0.000000,300.116600,0.205920
654,0.000000,164.285800,0.214982
655,0.000000,380.120800,0.208280
656,0.000000,300.116600,0.212638
658,0.000000,380.120800,0.210908
657,0.000000,164.285800,0.230488
659,0.000000,300.116600,0.207142
660,0.000000,380.120800,0.210646
661,0.000000,164.285800,0.213060
662,0.000000,300.116600,0.205591
663,0.000000,380.120800,0.190015
664,0.000000,166.995600,0.386612
665,0.000000,302.607400,0.583009
666,0.000000,393.313400,0.718647
667,0.000000,431.554000,0.771596
668,0.000000,468.187600,0.824395
669,0.000000,471.025200,0.825475
670,0.000000,475.620200,0.837323
671,0.000000,455.288400,0.806226
672,0.000000,425.331600,0.760680
673,0.000000,347.875200,0.643748
675,0.000000,77.347200,0.229249
674,0.000000,241.679000,0.514512
676,0.000000,347.875200,0.192874
677,0.000000,77.347200,0.196472
678,0.000000,241.679000,0.212939
679,0.000000,347.875200,0.213974
680,0.000000,77.347200,0.206951
681,0.000000,241.679000,0.225365
682,0.000000,347.875200,0.227119
683,0.000000,77.347200,0.236401
684,0.000000,241.679000,0.209893
685,0.000000,347.875200,0.211638
686,0.000000,77.347200,0.221472
687,0.000000,241.679000,0.210157
688,0.000000,347.875200,0.214803
689,0.000000,77.347200,0.207701
690,0.000000,241.679000,0.215654
691,0.000000,347.875200,0.214451
692,0.000000,77.347200,0.206658
693,0.000000,241.679000,0.211730
694,0.000000,347.875200,0.212097
695,0.000000,77.347200,0.208904
696,0.000000,241.679000,0.212264
697,0.000000,347.875200,0.213126
698,0.000000,77.347200,0.209437
699,0.000000,241.679000,0.213352
700,0.000000,347.875200,0.211506
701,0.000000,77.347200,0.208168
702,0.000000,241.679000,0.207177
703,0.000000,347.875200,0.213435
706,0.000000,0.000000,0.000122
704,0.000000,77.347200,0.208174
705,0.000000,241.679000,0.184614
707,0.000000,215.508200,0.398460
708,0.000000,334.898000,0.603643
709,0.000000,359.226200,0.657190
710,0.000000,295.495400,0.584850
711,0.000000,145.870600,0.344775
712,0.000000,359.226200,0.182366
713,0.000000,295.495400,0.210572
714,0.000000,145.870600,0.214364
715,0.000000,359.226200,0.217556
716,0.000000,295.495400,0.205706
717,0.000000,145.870600,0.212990
718,0.000000,359.226200,0.219833
719,0.000000,295.495400,0.204792
720,0.000000,145.870600,0.213427
721,0.000000,359.226200,0.217520
722,0.000000,295.495400,0.197570
723,0.000000,145.870600,0.195195
724,0.000000,146.433600,0.355218
725,0.000000,285.357800,0.547803
726,0.000000,355.587800,0.645089
729,0.000000,0.000000,0.000083
730,0.000000,0.000000,0.000093
727,0.000000,323.143200,0.574195
728,0.000000,213.077600,0.374042
731,0.000000,211.705200,0.372120
732,0.000000,326.391400,0.579251
733,0.000000,358.996600,0.650491
734,0.000000,297.036600,0.574074
735,0.000000,149.008000,0.364430
736,0.000000,358.996600,0.195240
737,0.000000,297.036600,0.219756
738,0.000000,149.008000,0.204069
739,0.000000,358.996600,0.209355
740,0.000000,297.036600,0.213703
741,0.000000,149.008000,0.208263
742,0.000000,358.996600,0.231622
743,0.000000,297.036600,0.208048
744,0.000000,149.008000,0.201309
745,0.000000,358.996600,0.208962
746,0.000000,297.036600,0.209481
747,0.000000,149.008000,0.191258
748,0.000000,152.555000,0.351111
749,0.000000,292.291600,0.560953
750,0.000000,354.672000,0.645902
753,0.000000,0.000000,0.000090
751,0.000000,321.724000,0.591665
754,0.000000,0.000000,0.182801
752,0.000000,216.367400,0.414977
755,0.000000,321.724000,0.210293
756,0.000000,0.000000,0.212435
757,0.000000,216.367400,0.203250
758,0.000000,321.724000,0.213940
759,0.000000,0.000000,0.216371
760,0.000000,216.367400,0.221229
761,0.000000,321.724000,0.208136
762,0.000000,0.000000,0.210893
763,0.000000,216.367400,0.207822
764,0.000000,321.724000,0.213529
765,0.000000,0.000000,0.214392
766,0.000000,216.367400,0.206750
767,0.000000,321.724000,0.211448
768,0.000000,0.000000,0.213660
769,0.000000,216.367400,0.208833
770,0.000000,321.724000,0.228532
771,0.000000,0.000000,0.213811
772,0.000000,216.367400,0.207154
773,0.000000,321.724000,0.208791
774,0.000000,0.000000,0.213606
775,0.000000,216.367400,0.209905
776,0.000000,321.724000,0.215267
777,0.000000,0.000000,0.211841
778,0.000000,216.367400,0.230508
779,0.000000,321.724000,0.208487
780,0.000000,0.000000,0.210240
781,0.000000,216.367400,0.208534
782,0.000000,321.724000,0.218093
783,0.000000,0.000000,0.211149
784,0.000000,216.367400,0.199806
785,0.000000,74.033400,0.218215
786,0.000000,246.528600,0.494315
787,0.000000,346.637800,0.647599
788,0.000000,421.942000,0.758699
789,0.000000,461.757600,0.825459
790,0.000000,473.775200,0.840019
791,0.000000,478.600000,0.851007
792,0.000000,471.513600,0.828684
793,0.000000,448.716200,0.794618
794,0.000000,392.836000,0.716700
796,0.000000,169.098400,0.382245
795,0.000000,296.741800,0.580369
797,0.000000,392.836000,0.226577
798,0.000000,169.098400,0.205334
799,0.000000,296.741800,0.208483
800,0.000000,392.836000,0.212772
801,0.000000,169.098400,0.213193
802,0.000000,296.741800,0.212901
803,0.000000,392.836000,0.210066
804,0.000000,169.098400,0.210225
805,0.000000,296.741800,0.211638
806,0.000000,392.836000,0.211612
807,0.000000,169.098400,0.210370
808,0.000000,296.741800,0.212334
809,0.000000,392.836000,0.211285
810,0.000000,169.098400,0.209090
811,0.000000,296.741800,0.215474
812,0.000000,392.836000,0.212759
813,0.000000,169.098400,0.207105
814,0.000000,296.741800,0.231092
815,0.000000,392.836000,0.212061
816,0.000000,169.098400,0.204993
817,0.000000,296.741800,0.214662
818,0.000000,392.836000,0.229677
819,0.000000,169.098400,0.202738
820,0.000000,296.741800,0.210165
